Рег. №,Статус,Име на читалище,Област,Община,Град/село,Адрес,Булстат,Председател,Секретар,E-mail,Телефон,Факс,линк,Връзка към сайт библиотеки,Информационна карта,Информационна карта 2016,Информационна карта 2017,Информационна карта 2018,Информационна карта 2019,Информационна карта 2020,Информационна карта 2021,Информационна карта 2022
2937,Действащо,Просвета 1912,ВАРНА,ВЪЛЧИ ДОЛ,СЕЛО СТЕФАН КАРАДЖА,п.к.9293,103750079,Коста Маринов Костадинов,Трифон Пенчев Трифонов,prosveta1912@abv.bg,0879266406,-,https://chitalishta.com/index.php?act=community&do=detail&id=2622&reg_num=2937,http://bibliobg.com/index.php?act=community&do=detail&hash=7b950680ce867de01e02945c10aff99ae779261b,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=65980,https://chitalishta.com/index.php?act=community&do=detail1&id=84494,https://chitalishta.com/index.php?act=community&do=detail1&id=98853,https://chitalishta.com/index.php?act=community&do=detail1&id=108365
2938,Действащо,Христо Ботев,ВАРНА,ВЪЛЧИ ДОЛ,СЕЛО СТРАХИЛ,,,Ирфан Реджебов Мехмедов,,,,,https://chitalishta.com/index.php?act=community&do=detail&id=2623&reg_num=2938,http://bibliobg.com/index.php?act=community&do=detail&hash=da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,,,,,
2939,Действащо,Възраждане -1920,ВАРНА,ВЪЛЧИ ДОЛ,СЕЛО ЧЕРВЕНЦИ,п.к.9298,000085399,Миленка Георгиева Маринова,Янка Илиева Колева,vazrajdane_cherventzi@abv.bg,0988888061,-,https://chitalishta.com/index.php?act=community&do=detail&id=2624&reg_num=2939,http://bibliobg.com/index.php?act=community&do=detail&hash=a9bea52907a61e9e221bc2cb9a2e3ebbae340eb4,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=53680,https://chitalishta.com/index.php?act=community&do=detail1&id=72205,https://chitalishta.com/index.php?act=community&do=detail1&id=86005,https://chitalishta.com/index.php?act=community&do=detail1&id=100474,
2940,Действащо,Наука -1907,ВАРНА,ВЪЛЧИ ДОЛ,СЕЛО ЩИПСКО,п.к.9283,000084429,Станка Великова Трифонова,Янка Койчева Демирова,nauka_shtipsko@abv.bg,05131 3462; 0892349786,-,https://chitalishta.com/index.php?act=community&do=detail&id=2625&reg_num=2940,http://bibliobg.com/index.php?act=community&do=detail&hash=11387c22469c6f7764e5c2780216862f5a7648c7,,,https://chitalishta.com/index.php?act=community&do=detail1&id=45721,,https://chitalishta.com/index.php?act=community&do=detail1&id=72224,https://chitalishta.com/index.php?act=community&do=detail1&id=88912,,
2941,Действащо,Просвета -1937,БЛАГОЕВГРАД,ПЕТРИЧ,СЕЛО МАРИКОСТИНОВО,"Асен Златаров 21, п.к. 2870",000015664,Георги Петров Торимацев,Илия Димитров Гугулянов,nchprosveta1937m-vo@abv.bg,0888215961,-,https://chitalishta.com/index.php?act=community&do=detail&id=2626&reg_num=2941,http://bibliobg.com/index.php?act=community&do=detail&hash=0e6a2e4ca6e9142cc2b66387fadab4ad76056077,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=56763,https://chitalishta.com/index.php?act=community&do=detail1&id=74864,https://chitalishta.com/index.php?act=community&do=detail1&id=80189,https://chitalishta.com/index.php?act=community&do=detail1&id=95266,https://chitalishta.com/index.php?act=community&do=detail1&id=111529
2942,Действащо,Арсо Овчаров -1904,ТЪРГОВИЩЕ,ПОПОВО,СЕЛО ДОЛЕЦ,"”Арсо Овчаров ” 28, п.к.7858",000868438,Милена Росенова Кънева,Павлина Ангелова Ганева,Pavlina3010@abv.bg,"060383/665,0893377013",-,https://chitalishta.com/index.php?act=community&do=detail&id=2627&reg_num=2942,http://bibliobg.com/index.php?act=community&do=detail&hash=04376e61b8af36e2b043e89c5d00805896f76d39,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=57452,https://chitalishta.com/index.php?act=community&do=detail1&id=70857,https://chitalishta.com/index.php?act=community&do=detail1&id=86956,https://chitalishta.com/index.php?act=community&do=detail1&id=98720,
2943,Действащо,Христо Ботев-1930,ВАРНА,ДЪЛГОПОЛ,СЕЛО КРАСИМИР,п.к.9258,000084621,Мария Неделчева Димитрова,Василка Христова Василева,-,-,-,https://chitalishta.com/index.php?act=community&do=detail&id=2628&reg_num=2943,http://bibliobg.com/index.php?act=community&do=detail&hash=03539edf19ea8a7f4481861a5680603435d6a31e,,,,,,,,
2944,Действащо,Подем -1928,КЮСТЕНДИЛ,КОЧЕРИНОВО,СЕЛО БУРАНОВО,п.к. 2628,000253943,Биляна Борисова Николова,Румяна Методиева Камберска,chitalishte_buranovo@abv.bg,"0897774722 - секретар, 0897491179, председател",-,https://chitalishta.com/index.php?act=community&do=detail&id=2629&reg_num=2944,http://bibliobg.com/index.php?act=community&do=detail&hash=d39a866fd1bd86473178e88b40bbfd34d5cd53bc,,https://chitalishta.com/index.php?act=community&do=detail1&id=35815,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=84182,https://chitalishta.com/index.php?act=community&do=detail1&id=100211,
2945,Действащо,Васил Левски 1925,СОФИЯ,ПРАВЕЦ,СЕЛО СВОДЕ,п.к. 2171,000762641,Милчо Велюв Маринов,Димитринка Петрова Йотова,v_levski_1925@abv.bg,0889931348,-,https://chitalishta.com/index.php?act=community&do=detail&id=2630&reg_num=2945,http://bibliobg.com/index.php?act=community&do=detail&hash=68534d60bbcce098d3c9b7d1ba36aad19255797c,https://chitalishta.com/index.php?act=community&do=detail1&id=59633,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=82521,,
2946,Действащо,Светлина-Вердикал 1927г.,СОФИЯ-ГРАД,СТОЛИЧНА,ГРАД БАНКЯ,"гр. Банкя, кв.Вердикал, ул. Варна № 202",131080675,Димитрийка Благоева Герасимова,Димитрийка Благоева Герасимова,svetlina2002@abv.bg,,-,https://chitalishta.com/index.php?act=community&do=detail&id=3139&reg_num=2946,http://bibliobg.com/index.php?act=community&do=detail&hash=eeff358db12782c37e68cd64b58d2d55ca4964f9,,,,,,,,
2947,Действащо,Надежда -1928,СОФИЯ,ЕЛИН ПЕЛИН,СЕЛО ОГНЯНОВО,Централна 26; п.к.2117,000762303,Александър Георгиев Петков,Катя Симеонова Димитрова,nadejda_1928@abv.bg,0876767682,-,https://chitalishta.com/index.php?act=community&do=detail&id=2631&reg_num=2947,http://bibliobg.com/index.php?act=community&do=detail&hash=ec5a93e20d617f3856362f57508b9b5e73a74036,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=75384,https://chitalishta.com/index.php?act=community&do=detail1&id=87406,,
2948,Действащо,Габрово-2002,ГАБРОВО,ГАБРОВО,ГРАД ГАБРОВО,пл. Възраждане  7 п.к.5300,107548000,Тотка Илиева Полякова - Минкова,Христо Христов Добрев,chitalistegabrovo@abv.bg,066/ 804 136,066/ 804 136,https://chitalishta.com/index.php?act=community&do=detail&id=2632&reg_num=2948,http://bibliobg.com/index.php?act=community&do=detail&hash=344661f5fbe9a6dbc9fcfd6c1a9f1176b7cf447e,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=65818,https://chitalishta.com/index.php?act=community&do=detail1&id=79763,https://chitalishta.com/index.php?act=community&do=detail1&id=93823,https://chitalishta.com/index.php?act=community&do=detail1&id=107274
2949,Действащо,Жар 2002,СТАРА ЗАГОРА,КАЗАНЛЪК,ГРАД КАЗАНЛЪК,"Тракия”15, изток, ет.2, п.к.6100",123631919,Тодорка Христова Петкова,-,ncjarkz@gmail.com,0431 856 35; 0889601963,-,https://chitalishta.com/index.php?act=community&do=detail&id=2633&reg_num=2949,http://bibliobg.com/index.php?act=community&do=detail&hash=f44e9b94bad65d84eb9696fd7cfd13c215625f2d,,https://chitalishta.com/index.php?act=community&do=detail1&id=34610,,,https://chitalishta.com/index.php?act=community&do=detail1&id=72852,https://chitalishta.com/index.php?act=community&do=detail1&id=82003,https://chitalishta.com/index.php?act=community&do=detail1&id=99045,
2950,Действащо,Искра 1948,ПЛЕВЕН,НИКОПОЛ,СЕЛО ЖЕРНОВ,"Г. Димитров 17, п.к. 5964",114097302,Виолета Съботинова Стоянова,Ренета Стоилова,galqpetkova11@abv.bg,0884753846,-,https://chitalishta.com/index.php?act=community&do=detail&id=2634&reg_num=2950,http://bibliobg.com/index.php?act=community&do=detail&hash=baccee7ee98b60ba2995947bcdf326d57ccbe551,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=74469,https://chitalishta.com/index.php?act=community&do=detail1&id=87659,,
2951,Действащо,Надежда-1928 г.,ВАРНА,ПРОВАДИЯ,СЕЛО ТУТРАКАНЦИ,п.к.9275,000085125,Елена Георгиева Велкова,Катя Стоянова,el_velkova76@abv.bg,0888873613,-,https://chitalishta.com/index.php?act=community&do=detail&id=2635&reg_num=2951,http://bibliobg.com/index.php?act=community&do=detail&hash=2a94161a0f47428c45ca83529b525abd71dc7db7,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=58490,https://chitalishta.com/index.php?act=community&do=detail1&id=75101,https://chitalishta.com/index.php?act=community&do=detail1&id=84704,https://chitalishta.com/index.php?act=community&do=detail1&id=100676,
2952,Действащо,Просвета 1907,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,СЕЛО БЕЛЯКОВЕЦ,п.к.5031,104084527,Албена Алексиева Беренска,Ваня Пашова,albena66berenska@abv.bg,06122/2295; 0888284100,-,https://chitalishta.com/index.php?act=community&do=detail&id=2636&reg_num=2952,http://bibliobg.com/index.php?act=community&do=detail&hash=126679329a93aac6bdb868ceb9ef055354ee3d88,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=57287,https://chitalishta.com/index.php?act=community&do=detail1&id=67567,https://chitalishta.com/index.php?act=community&do=detail1&id=81933,https://chitalishta.com/index.php?act=community&do=detail1&id=101294,https://chitalishta.com/index.php?act=community&do=detail1&id=108902
2953,Действащо,Развитие-1883,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,СЕЛО ЦЕРОВА КОРИЯ,"Първа 1, п.к. 5047",104065263,Христо Петков Кунчев,-,razvitie_ck@abv.bg,061262420; 0888279705,-,https://chitalishta.com/index.php?act=community&do=detail&id=2637&reg_num=2953,http://bibliobg.com/index.php?act=community&do=detail&hash=37ee596a61068cd7cf371147d1c780fd832c46c3,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=66294,https://chitalishta.com/index.php?act=community&do=detail1&id=83083,https://chitalishta.com/index.php?act=community&do=detail1&id=98145,https://chitalishta.com/index.php?act=community&do=detail1&id=108796
2954,Действащо,Просвета - 1904,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,СЕЛО ПЧЕЛИЩЕ,"Петнадесета 3,  п.к.5048,",104060864,Гица Костадинова Лазарова,--,gica1958@abv.bg,061102/222,-,https://chitalishta.com/index.php?act=community&do=detail&id=2638&reg_num=2954,http://bibliobg.com/index.php?act=community&do=detail&hash=046d01c143de93be41c01ee952832ed3455f8354,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=65615,https://chitalishta.com/index.php?act=community&do=detail1&id=83631,https://chitalishta.com/index.php?act=community&do=detail1&id=97616,
2955,Действащо,Култура-2002,ХАСКОВО,ДИМИТРОВГРАД,ГРАД ДИМИТРОВГРАД,"бул.Г.С.Раковски 16,офиси 10 и 13,  п.к. 6400",126619320,Петко Тенев Каневски,Здравка Георгиева Ангелова,chitalishte_kultura@abv.bg,0884128092,-,https://chitalishta.com/index.php?act=community&do=detail&id=3140&reg_num=2955,http://bibliobg.com/index.php?act=community&do=detail&hash=a34565b8a90f8d732df01b438bf311eb47585cc4,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=53460,https://chitalishta.com/index.php?act=community&do=detail1&id=69329,https://chitalishta.com/index.php?act=community&do=detail1&id=83050,https://chitalishta.com/index.php?act=community&do=detail1&id=96138,
2956,Действащо,Христо Ботев - 1923,ТЪРГОВИЩЕ,ПОПОВО,СЕЛО ОСИКОВО,п.к. 7862,000869020,Донка Генева Цанева,Димитрина Ралева Събева,nch_osikovo@abv.bg,0886913210,-,https://chitalishta.com/index.php?act=community&do=detail&id=2639&reg_num=2956,http://bibliobg.com/index.php?act=community&do=detail&hash=ff31be3704822d4069b21590cd1872667e05d00f,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=56453,https://chitalishta.com/index.php?act=community&do=detail1&id=74191,https://chitalishta.com/index.php?act=community&do=detail1&id=85421,https://chitalishta.com/index.php?act=community&do=detail1&id=98286,
2957,Действащо,Св.Св.Кирил и Методий 2002,СТАРА ЗАГОРА,СТАРА ЗАГОРА,СЕЛО ПЕТРОВО,п.к. 6058,123633197,Николинка Дечкова Дечева,Павлина Георгиева Кирова,petrovo@starazagora.bg,,-,https://chitalishta.com/index.php?act=community&do=detail&id=3141&reg_num=2957,http://bibliobg.com/index.php?act=community&do=detail&hash=b1f128b52b3a8065f0c4d193c4cdbb08859af3f4,,,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=100904,
2958,Действащо,Напредък-1903,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,СЕЛО ВЕТРИНЦИ,п.к. 5066,104508730,Надежда Янкова Маркова-Михалева,Силвия Колева Терзиева,chitalishte.napredak1903@gmail.com,0893551321,-,https://chitalishta.com/index.php?act=community&do=detail&id=2640&reg_num=2958,http://bibliobg.com/index.php?act=community&do=detail&hash=65d781266a270f4b5eb2b569c62265cfc52d4936,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=59755,https://chitalishta.com/index.php?act=community&do=detail1&id=71664,https://chitalishta.com/index.php?act=community&do=detail1&id=82315,https://chitalishta.com/index.php?act=community&do=detail1&id=97062,https://chitalishta.com/index.php?act=community&do=detail1&id=107020
2959,Действащо,Живот -1906,МОНТАНА,ВЪЛЧЕДРЪМ,СЕЛО МОКРЕШ,"Първа 26, п.к.3647",000313333,Елена Веселинова Кръстева,Зоя Костадинова Сотирова,chitalishte_givot1906@abv.bg,0893699869,-,https://chitalishta.com/index.php?act=community&do=detail&id=2641&reg_num=2959,http://bibliobg.com/index.php?act=community&do=detail&hash=1f52f2ce56638f11f5a9a6de4f9607d5b0115a54,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=65668,https://chitalishta.com/index.php?act=community&do=detail1&id=84865,https://chitalishta.com/index.php?act=community&do=detail1&id=96021,https://chitalishta.com/index.php?act=community&do=detail1&id=109369
2960,Действащо,Съзнание-1915 г.,МОНТАНА,ВЪЛЧЕДРЪМ,СЕЛО СЕПТЕМВРИЙЦИ,“Свобода” 77 п.к.3637,000313582,Цветан Симеонов Цветков,Галина Любенова Славейкова,saznanie_1915@abv.bg,0889004559,-,https://chitalishta.com/index.php?act=community&do=detail&id=2642&reg_num=2960,http://bibliobg.com/index.php?act=community&do=detail&hash=a380ad5959a1bc26caf6e6dbad2881d279c7c5fa,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=72184,https://chitalishta.com/index.php?act=community&do=detail1&id=81513,https://chitalishta.com/index.php?act=community&do=detail1&id=99115,
2961,Действащо,Зора - 1899,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,СЕЛО НИКЮП,с. Никюп п.к. 5068,000125712,Катина Петкова Койчева,Йорданка Атанасова,-,-,-,https://chitalishta.com/index.php?act=community&do=detail&id=2643&reg_num=2961,http://bibliobg.com/index.php?act=community&do=detail&hash=2f0606535261733d08ed5bb1a8dd19f6517828df,,,,,,,,
2962,Действащо,Романо дром-2002,ДОБРИЧ,ДОБРИЧ,ГРАД ДОБРИЧ,"Васил Левски 7, п.к.9300",124608827,Юлиян Петров Георгиев,Марияна Желязкова Георгиева,romanodrom@gbg.bg,058/604660,605451,https://chitalishta.com/index.php?act=community&do=detail&id=2644&reg_num=2962,http://bibliobg.com/index.php?act=community&do=detail&hash=4413e38f70b0412bc676cb34f85e7ddf9ec59496,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=53862,https://chitalishta.com/index.php?act=community&do=detail1&id=67163,https://chitalishta.com/index.php?act=community&do=detail1&id=82640,https://chitalishta.com/index.php?act=community&do=detail1&id=98728,https://chitalishta.com/index.php?act=community&do=detail1&id=112300
2963,Действащо,Просвета -1938,ТЪРГОВИЩЕ,ПОПОВО,СЕЛО ЗВЕЗДА,"“Ястребино” 8, п.к.7878",000868598,Бехчет Османов Юсеинов,Рейхан Хасанов Рамаданов,nch_zvesda@abv.bg,0878675837; 0898200861,-,https://chitalishta.com/index.php?act=community&do=detail&id=2645&reg_num=2963,http://bibliobg.com/index.php?act=community&do=detail&hash=23d5bfd34cf842304fcc2c284fb7d1ef6758c559,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=56555,https://chitalishta.com/index.php?act=community&do=detail1&id=70015,https://chitalishta.com/index.php?act=community&do=detail1&id=86582,https://chitalishta.com/index.php?act=community&do=detail1&id=99341,
2964,Действащо,Напредък-1920,ВАРНА,ПРОВАДИЯ,СЕЛО ЧАЙКА,п.с.9277,000085132,Веселина Железова Георгиева,Соня Тодорова Герчева,napreduk1920@mail.bg,0887227191,-,https://chitalishta.com/index.php?act=community&do=detail&id=2646&reg_num=2964,http://bibliobg.com/index.php?act=community&do=detail&hash=ab3e0940112ac0240daab463572ebb804fe2ded6,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=58133,https://chitalishta.com/index.php?act=community&do=detail1&id=70920,https://chitalishta.com/index.php?act=community&do=detail1&id=88831,https://chitalishta.com/index.php?act=community&do=detail1&id=102176,
2965,Действащо,Читалище-Стефан Богориди,СОФИЯ-ГРАД,СТОЛИЧНА,ГРАД СОФИЯ,общ. Триадица,,Младен Пенчев Дочев,,,,,https://chitalishta.com/index.php?act=community&do=detail&id=3142&reg_num=2965,http://bibliobg.com/index.php?act=community&do=detail&hash=da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,,,,,
2966,Действащо,Христо Ботев-1929,БЛАГОЕВГРАД,СИМИТЛИ,СЕЛО БРЕЖАНИ,п.к.2750,000014669,Румяна Методиева Панова,Александра Димитрова Груева,chitalishte_br@mail.bg,0886355195;0894261370; 0877872928,-,https://chitalishta.com/index.php?act=community&do=detail&id=2647&reg_num=2966,http://bibliobg.com/index.php?act=community&do=detail&hash=2779a2c79e55a93584bd73856e2040bb0e4ab552,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=70954,https://chitalishta.com/index.php?act=community&do=detail1&id=81680,https://chitalishta.com/index.php?act=community&do=detail1&id=94001,https://chitalishta.com/index.php?act=community&do=detail1&id=104474
2967,Действащо,Просвета - Плаково 1873,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,СЕЛО ПЛАКОВО,п.к.5042,000125324,Петя Георгиева Кънчева,-,plakovo@abv.bg,0888282142,-,https://chitalishta.com/index.php?act=community&do=detail&id=2648&reg_num=2967,http://bibliobg.com/index.php?act=community&do=detail&hash=0275651e848eab6d9ad0c05d9e296b1f70647887,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=63946,https://chitalishta.com/index.php?act=community&do=detail1&id=80794,https://chitalishta.com/index.php?act=community&do=detail1&id=93779,https://chitalishta.com/index.php?act=community&do=detail1&id=107193
2968,Действащо,Парашкев Цветков-2003,ПЛЕВЕН,ПЛЕВЕН,ГРАД ПЛЕВЕН,Парашкев Цветков 27 п.к. 5800,114604481,Николай Георгиев Маринов,Олга Симеонова,chit.cvetkov.pl@abv.bg,064/837 816;0882997948,-,https://chitalishta.com/index.php?act=community&do=detail&id=2649&reg_num=2968,http://bibliobg.com/index.php?act=community&do=detail&hash=509ba94d38e4b938a6a6196a7e1898b16c368443,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=57293,https://chitalishta.com/index.php?act=community&do=detail1&id=70065,https://chitalishta.com/index.php?act=community&do=detail1&id=88448,https://chitalishta.com/index.php?act=community&do=detail1&id=91184,https://chitalishta.com/index.php?act=community&do=detail1&id=105571
2969,Действащо,Наука - 1927,ВАРНА,АКСАКОВО,СЕЛО КРУМОВО,п.к.9154,000084379,Милена Огнянова Ненкова,Величка Желева Маринова,naukakrumovo_1927@abv.bg,0877862103;051162237; 0897 509581-,-,https://chitalishta.com/index.php?act=community&do=detail&id=2650&reg_num=2969,http://bibliobg.com/index.php?act=community&do=detail&hash=a070af28b3a97e9cafe295c7283027bbcc8ee63c,,,https://chitalishta.com/index.php?act=community&do=detail1&id=45458,,https://chitalishta.com/index.php?act=community&do=detail1&id=68643,https://chitalishta.com/index.php?act=community&do=detail1&id=88000,https://chitalishta.com/index.php?act=community&do=detail1&id=102074,
2970,Действащо,Христо Ботев-1927,ХАСКОВО,СВИЛЕНГРАД,СЕЛО ЩИТ,п.к. 6528,126624470,Антоанета Балджиева,Сашо Христов Карамфилов,lubov.bog.lubov@abv.bg,0878 806 191,-,https://chitalishta.com/index.php?act=community&do=detail&id=2651&reg_num=2970,http://bibliobg.com/index.php?act=community&do=detail&hash=b4460cedfa1a17e4f39c454ef80d7a405970be3d,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=51564,https://chitalishta.com/index.php?act=community&do=detail1&id=67457,https://chitalishta.com/index.php?act=community&do=detail1&id=76120,https://chitalishta.com/index.php?act=community&do=detail1&id=93408,https://chitalishta.com/index.php?act=community&do=detail1&id=107887
2971,Действащо,Зора - 1869,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,СЕЛО ДИЧИН,п.к. 5059,104120592,Николай Кирилов Теодосиев,Мария Попова,chitalishte_zora1873@abv.bg,0884620232,-,https://chitalishta.com/index.php?act=community&do=detail&id=2652&reg_num=2971,http://bibliobg.com/index.php?act=community&do=detail&hash=677b66d33ce1f99c0a248c44caf476407b874e51,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=64395,https://chitalishta.com/index.php?act=community&do=detail1&id=80879,https://chitalishta.com/index.php?act=community&do=detail1&id=97642,
2972,Действащо,Васил Левски 1944,ВАРНА,АКСАКОВО,СЕЛО ДОЛИЩЕ,п.к.9152,000084742,Илка Василева Бодурова,Дияна Димитрова Диянова,chdolichte_1944@abv.bg,0885037842,-,https://chitalishta.com/index.php?act=community&do=detail&id=2653&reg_num=2972,http://bibliobg.com/index.php?act=community&do=detail&hash=3c5674cfdeb71d910b2e53797f76b0bcf0a3b97f,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=55046,https://chitalishta.com/index.php?act=community&do=detail1&id=68621,https://chitalishta.com/index.php?act=community&do=detail1&id=87609,https://chitalishta.com/index.php?act=community&do=detail1&id=100593,
2973,Действащо,Просвета 1927,ВЕЛИКО ТЪРНОВО,ЗЛАТАРИЦА,СЕЛО СЛИВОВИЦА,"Площада, п.к. 5157",000124806,Димо Николов Стоев,Недялка Христова,chitali6te_slivovica@abv.bg,0882128447,-,https://chitalishta.com/index.php?act=community&do=detail&id=2654&reg_num=2973,http://bibliobg.com/index.php?act=community&do=detail&hash=55be81be3d1d15d791afa1b2691807d1c30a6206,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=60399,https://chitalishta.com/index.php?act=community&do=detail1&id=72049,https://chitalishta.com/index.php?act=community&do=detail1&id=80296,https://chitalishta.com/index.php?act=community&do=detail1&id=95181,
2974,Действащо,Просвета - 2003,ТЪРГОВИЩЕ,ПОПОВО,СЕЛО ИВАНЧА,п.к.7859,125541694,Белчо Ненов Петров,-,nch_ivancha@abv.bg,0878675805,-,https://chitalishta.com/index.php?act=community&do=detail&id=2655&reg_num=2974,http://bibliobg.com/index.php?act=community&do=detail&hash=80b1fc06e12dda51af0bc6e0d337179f41fe0984,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=56467,https://chitalishta.com/index.php?act=community&do=detail1&id=74180,https://chitalishta.com/index.php?act=community&do=detail1&id=85434,https://chitalishta.com/index.php?act=community&do=detail1&id=98281,
2975,Действащо,Възраждане-1945,БЛАГОЕВГРАД,СИМИТЛИ,СЕЛО ДОЛНО ОСЕНОВО,п.к.2757,000016314,Илиана Любенова Тахчийска,Величка Събева Ботушова,chitalishte_osenovo@abv.bg,0988339195,-,https://chitalishta.com/index.php?act=community&do=detail&id=2656&reg_num=2975,http://bibliobg.com/index.php?act=community&do=detail&hash=110546e0b0b50e4e5f5c731cf2673efe4d3aee2c,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=66253,https://chitalishta.com/index.php?act=community&do=detail1&id=84170,https://chitalishta.com/index.php?act=community&do=detail1&id=93844,https://chitalishta.com/index.php?act=community&do=detail1&id=106575
2976,Действащо,Св.Св. Кирил и Методий-1928,ГАБРОВО,ГАБРОВО,ГРАД ГАБРОВО,"бул.Столетов 28, кв. Бичкиня,  п.к.5301",107061494,Христо Иванов Колев,Божана Минчева Шандуркова,chitalishte_km_gb@mail.bg,066/ 88 23 03,-,https://chitalishta.com/index.php?act=community&do=detail&id=2657&reg_num=2976,http://bibliobg.com/index.php?act=community&do=detail&hash=0257f9b8d7bbbce28a6ab93dc76671943f5f1aed,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=68386,https://chitalishta.com/index.php?act=community&do=detail1&id=80287,https://chitalishta.com/index.php?act=community&do=detail1&id=90786,https://chitalishta.com/index.php?act=community&do=detail1&id=105659
2977,Действащо,Васил Левски  1931,ВЕЛИКО ТЪРНОВО,ВЕЛИКО ТЪРНОВО,СЕЛО КЛАДНИ ДЯЛ,п.к. 5045,104630218,Свилен Петров,-,kladni.dyal@hotmail.com,0888333692,-,https://chitalishta.com/index.php?act=community&do=detail&id=2658&reg_num=2977,http://bibliobg.com/index.php?act=community&do=detail&hash=0a652780e2601a05eed5228abea448eb17ef7139,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=53871,https://chitalishta.com/index.php?act=community&do=detail1&id=71745,https://chitalishta.com/index.php?act=community&do=detail1&id=82177,https://chitalishta.com/index.php?act=community&do=detail1&id=98221,
2978,Действащо,Просвета 1927г.,ЯМБОЛ,БОЛЯРОВО,СЕЛО ГОЛЯМО КРУШЕВО,Пеньо Пенев 35 п.к.8729,000963879,Стефка Христова Ковачева- Димитрова,,g.krushevochit@abv.bg,,-,https://chitalishta.com/index.php?act=community&do=detail&id=2659&reg_num=2978,http://bibliobg.com/index.php?act=community&do=detail&hash=2ced4f8e5236248dc4b08987c4d1418610fa5df0,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=52950,https://chitalishta.com/index.php?act=community&do=detail1&id=73532,https://chitalishta.com/index.php?act=community&do=detail1&id=86259,https://chitalishta.com/index.php?act=community&do=detail1&id=101496,
2979,Действащо,Буря-1915,ГАБРОВО,ГАБРОВО,СЕЛО ЛЕСИЧАРКА,п.к.5343,000211378,Виолета Пенкова Линдквист,Валентина Кръстева Касабова,burja1915@gmail.com,0899947401,-,https://chitalishta.com/index.php?act=community&do=detail&id=2660&reg_num=2979,http://bibliobg.com/index.php?act=community&do=detail&hash=c7ffdfcc31a2cf6af8f73906541dc4eeea8e1710,,https://chitalishta.com/index.php?act=community&do=detail1&id=33276,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=85481,https://chitalishta.com/index.php?act=community&do=detail1&id=99360,
2980,Действащо,Младост-1886,СОФИЯ,ЕТРОПОЛЕ,СЕЛО ЛЪГА,п.к.2182,000761639,Николай Найденов Йотов,-,luga_mladost1886@abv.bg,0899/362113,-,https://chitalishta.com/index.php?act=community&do=detail&id=2661&reg_num=2980,http://bibliobg.com/index.php?act=community&do=detail&hash=67658d73afab4734c00831c8931825f11845b0c2,,,,,https://chitalishta.com/index.php?act=community&do=detail1&id=72983,https://chitalishta.com/index.php?act=community&do=detail1&id=78673,https://chitalishta.com/index.php?act=community&do=detail1&id=89735,https://chitalishta.com/index.php?act=community&do=detail1&id=106730
